Date,Category,Headline,Text
"December 19, 2019 05:13 IST",telangana,PM inquired about circumstances that led to killing of rape accused," Prime Minister Narendra Modi had inquired about the killing by the police of the four accused in the rape and murder of a veterinarian near Hyderabad on November 27, at a meeting with the Telangana police chief a few days ago. Mr. Modi asked the Telangana DGP M.Mahendar Reddy about the fallout of the shooting when he met him at the annual DGP’s conference organised by the Intelligence Bureau in Pune on December 7."
"December 19, 2019 08:30 IST",telangana,Govt. looking for accommodation for oustees,"  As the deadline to fill the Kondapochamma reservoir with Godavari water is fast approaching, the government has been searching for alternative accommodation for the oustees from the villages facing submergence."
"December 19, 2019 23:38 IST",other states,Ajmer Dargah spiritual head calls for clarifications on CAA ," Ajmer Dargah   (spiritual head) Zainul Abedin Ali Khan on Thursday called for “clarifications” on the Citizenship Amendment Act to address the doubts and fear among Muslims about their status as citizens of the country. “No law should hurt public sentiments or pose a threat to the country’s unity and communal harmony,” he said."
"December 19, 2019 11:55 IST",telangana,University of Hyderabad students detained for protesting against CAA,"  Several students of the University of Hyderabad were detained on Thursday morning from the varsity as they tried to reach Exhibition Grounds, where a protest meeting against the Citizenship (Amendment) Act was planned, and march towards Public Gardens."
"December 19, 2019 20:15 IST",telangana,This health initiative ‘VOWS’ vaccination at your doorstep ," A fellow of the Center for Healthcare Entrepreneurship (CfHE), Indian Institute of Technology, Hyderabad, Jignesh Patel has launched a “Vaccination-on-Wheels (VOW)” clinic, a first-of-its-kind service in India, in Pune. "
"December 19, 2019 08:29 IST",telangana,Collector contacts Class X students on phone ," Collector M. Hanumantha Rao called upon the students to focus on education stating that their hard work would pay in future, by fetching them better jobs. Mr. Hanumantha Rao called the 10th class students studying at the government high school at Pothireddypally over phone and enquired about their preparedness for 10th class examinations. He asked them whether the teachers taught them properly. He has suggested the teachers to adopt some students and call then everyday night to enquire about education."
"December 19, 2019 19:44 IST",telangana,Burning of paddy stubble leading to air pollution ," Farmers of the integrated Karimnagar district, which has emerged as rice bowl of Telangana State with record paddy production, have started burning the paddy stubble to ready their fields for sowing during this rabi season. "
"December 19, 2019 17:04 IST",telangana,Rajanna-Sircilla district bags MGNREGS National Award,"  Rajanna-Sircilla district has bagged the National Award for effective implementation of the Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS) for the year 2018-19. At a function organised in New Delhi on Thursday, Collector D. Krishna Bhaskar, along with DRDO Kautilya Reddy had received the award from Union Minister for Rural Development Narendra Singh Tomar. Among the 18 districts from across the country which have been selected for the awards, Rajanna-Sircilla district bagged the first place."
"December 19, 2019 18:38 IST",telangana,Medaram jatara to be plastic-free this time ," District Collector C. Narayana Reddy has intensified his campaign against use of plastic. He has decided to make the ensuing Medaram jatara plastic-free. To make it successful, he has come up with several innovative measures, the latest being installation of a huge statue of devil ‘Kalakeya’ made of plastic. This is set up at Gattamma Thalli temple near Mulugu town to educate people and discourage them from using plastic."
"December 19, 2019 19:00 IST",telangana,Mancherial police bust inter-Stategang of burglars," The Mancherial police on Thursday busted an inter-State gang of house-breakers and seized nearly 68 tolas of gold ornaments and 160 tolas of silver amounting to ₹ 4.76 lakh from their possession. The gang had llegedly committed 19 offences in this year alone in Bellampalli, CCC Naspur, Mancherial, Rebbena, and Kagaznagar."
"December 19, 2019 21:05 IST",telangana,"Enough evidence to link activists with Maoists, say Telangana police"," Contrary to the claims of some rights’ organisations and people’s associations that they were being falsely linked with the outlawed CPI (Maoist) party, the Telangana police claim their actions are not without basis. "
"December 19, 2019 21:09 IST",telangana,Give interest-free loans to SHGs in the country: Harish ," Finance Minister T. Harish Rao said he had urged Union Finance Minister Nirmala Sitharaman to to extend interest-free loans to all self-help groups (SHGs) across the country. Addressing a gathering after participating in several programmes in the district on Thursday, Mr. Harish Rao said that at the meeting of Finance Ministers held in New Delhi on Wednesday there had been a discussion on the slowing down of the economy in the country and the measures needed to arrest its impact . “I have told the Union Minister that, being a woman, she should to come to the rescue of SHGs and increase the amount from ₹3 lakh to ₹5 lakh. This would help them become self-reliant. The Minister suggested that we make this proposal along with all the Finance Ministers of the country,” said Mr. Harish Rao."
"December 19, 2019 21:44 IST",telangana,Grand start to annual Urs in Nalgonda ," Urs-e-Sharif of Nalgonda, the annual three-day function to commemorate the death anniversary of Hazrat Syed Lateefullah Shah Quadri, began on a grand note here on Thursday. As a tradition, senior leaders of the district and from the Police Department along with religious heads carry the trays laden with sandalwood after prayers at the town’s Mecca masjid. Energy Minister G. Jagadish Reddy along with District Collector V. Chandra Shekar and local legislator K. Bhupal Reddy carried the fragrant holy trays on their heads starting the journey to the dargah located on Latheef Saheb hillock."
"December 19, 2019 20:47 IST",telangana,‘Efforts in place to make Medaram jatara a huge success’," The State government has decided to take all kinds of measures to make the Sammakka Saralamma jatara absolutely comfortable for devotees, Minister for Tribal Welfare and Women’s Development Satyavathi Rathod said on Thursday."
"December 19, 2019 21:16 IST",telangana,"Turmeric farmers worried over low price, low yield "," Coupled with the low price in the market and fear of low yield of crop this season, turmeric farmers are worried in the backdrop of their repeated appeals and representations to State and Central governments for the announcement of turmeric board and minimum support price falling on deaf ears."
"December 19, 2019 21:52 IST",telangana,300 protesters detained in Hyderabad ," People from all walks of life and in large numbers converged at different places across the city to raise their voice against the National Register of Citizenship and Citizenship Amendment Act, 2019 on Thursday."
"December 19, 2019 23:22 IST",telangana,36 fast-track special courts sanctioned , The State government on Thursday issued order establishing 36 fast-track special courts for expeditious trial and disposal of rape and Protection Of Children Against Sexual Offences (POCSO) Act cases in all the districts of the State. 
"December 19, 2019 00:14 IST",tamil nadu,R.K. Nagar bypoll bribery case: Election Commission to lodge new FIR ," The Election Commission on Wednesday informed the Madras High Court that it had received a fresh report from the Income Tax Department on October 18 regarding the April 2017 R.K. Nagar bypoll bribery issue, and a decision had therefore been taken to get a new FIR registered by the police."
"December 19, 2019 00:54 IST",tamil nadu,Girl found dead in quarry near Vellore ," A teenaged girl was found dead in the quarry near Theerthagiri on Wednesday. The body was in a decomposed condition, police sources said. On receiving information that a girl’s body was found in a quarry, Sathuvachari police rushed to the spot and removed the body for a postmortem at Government Medical College Hospital in Adukkamparai."
"December 19, 2019 00:55 IST",tamil nadu,Policeman dies of heart attack while on duty ,"  A special sub-inspector on duty died of a heart attack, when he was carrying out vehicle checks on the Arakkonam-Tiruttani Road early on Wednesday. Police sources said a resident of Anpundi near Vellore, Vasudevan, 56, attached to the Arakkonam taluk police station was carrying out vehicle check along with other policemen, Rajaram, Vinayagam and Mano."
"December 19, 2019 23:03 IST",telangana,‘Children could get stroke after viral fever’ ,  Doctors of a private hospital suspect that a 12-year-old girl from Patancheru suffered brain stroke because of post-viral fever fatigue.  The young patient was partially paralysed on the left side —dropping face and not able to hold things with left hand — and difficulty in walking.
"December 19, 2019 20:34 IST",telangana,Adivasi tillers set to become land owners soon," Thanks to the intervention of the Chief Justice of Telangana High Court, Justice Raghavendra Singh Chauhan, about 200 poor aboriginal tribal farmers belonging to villages located on Hatti-Jodeghat road in Kerameri mandal of Kumram Bheem Asifabad district, are likely to get pieces of agriculture lands assigned to them soon. This is perhaps the biggest such exercise in recent decades."
"December 19, 2019 01:00 IST",tamil nadu,Therapeutic parks to treat children with special needs ,"  Government hospitals in Tiruvallur and Vellore have set up therapeutic and sensory parks on their premises to cater to the needs of children with special needs. The unique parks have elements that appeal to all the five senses. For visual stimulation or sight, colour is an important consideration. "
"December 19, 2019 00:57 IST",tamil nadu,Arcot college students protest ,"  More than 500 students from C. Abdul Hakeem College in Arcot in Vellore district staged a demonstration in front of their college on Wednesday.  They hailed Muslim organisations for their support of the students’ agitation against the CAA in Jamia Millia Islamia, Delhi."
"December 19, 2019 00:56 IST",tamil nadu,Red sanders worth ₹15 lakh seized ,"  Based on a tip-off that red sanders have been hidden at a house at Kodumampalli village in Jawadhu Hills of Tirupattur district, Forest department officials reached the spot on Tuesday . They found nearly three tonnes of red sanders logs that were neatly packed and kept ready for despatch by owner Sankar, 45. They said that the logs were worth more than ₹15 lakh."
"December 19, 2019 01:22 IST",tamil nadu,HC to examine whether DVAC can give clean chit to Ministers without registering FIR,  The Madras High Court on Wednesday decided to delve deep into the entitlement of Directorate of Vigilance and Anti-Corruption (DVAC) to conduct a full fledged investigation in the guise of holding preliminary inquiry into complaints lodged against Ministers and end up giving a clean chit to them without even registering a First Information Report.
"December 19, 2019 01:01 IST",tamil nadu,Water supply to be affected for three days ,  Major maintenance work proposed at the pump houses and water supply mains which despatch Cauvery water to combined Vellore district may hit supply to many parts of the Vellore and Tirupattur districts from December 19 to 21. 
"December 19, 2019 01:18 IST",tamil nadu,‘CM must state that NRC won’t be rolled out in T.N.’," Hundreds of Manithaneya Makkal Katchi cadre, led by Professor M.H. Jawahirullah, protested near the Foreshore Estate Bus Terminus on Wednesday against the Citizenship Amendment Act, and singled out Chief Minister Edappadi K. Palaniswami and the AIADMK for voting in favour of the Bill in the Rajya Sabha."
"December 19, 2019 01:15 IST",tamil nadu,"Revoke CAA, demand protesters in Tiruchi"," A large number of people staged a protest against the Citizenship Amendment Act near Ibrahim Park in the city on Wednesday.  Leaders and members of various Jamaths across the city had called for the protest, demanding that the Act be revoked."
"December 19, 2019 01:24 IST",tamil nadu,"Perarivalan, 66 other jail inmates get driving licences "," In a first, the Tamil Nadu Transport Department conducted driving skill tests on the Puzhal central prison campus here and issued driving licences to 67 inmates. A. G. Perarivalan, one of the seven life convicts in the Rajiv Gandhi assassination case, was among those who got a licence. "
"December 19, 2019 01:22 IST",tamil nadu,K.S. Alagiri slams CM’s remarks on new law, Tamil Nadu Congress Committee president K.S. Alagiri slammed Chief Minister Edappadi K. Palaniswami’s remarks on the Citizenship Amendment Act (CAA) and blamed the AIADMK and the PMK for voting in favour of the Bill in the Rajya Sabha for the current fiasco.
"December 19, 2019 01:27 IST",tamil nadu,‘RS vote on whip’s orders’,"  Asked about S.R. Balasubramoniyan’s contention that he received a call from the Deputy Secretary in the Secretariat, asking him to speak in support of the CAB in the Rajya Sabha, the Chief Minister said his party MPs had voted in accordance with the diktat issued by the whip. "
"December 19, 2019 01:33 IST",tamil nadu,"Centre obliged to compensate States for any shortfall in GST collections, says O. Pannerselvam"," Tamil Nadu Deputy Chief Minister and Finance Minister O. Panneerselvam said the Central government was constitutionally obliged to compensate the States for any shortfall in GST collections.  Former Chief Minister Jayalalithaa supported the Centre in the successful implementation of GST, on the assurance of constitutional protection for compensation, he said at the pre-budget consultations with Finance Ministers of States and U.T.s by the Union Minister for Finance, Nirmala Sitharaman, in New Delhi. “However, issues pertaining to distribution of GST-related dues to States remain a serious concern,” Mr. Panneerselvam said. “The Union government is yet to provide the IGST arrears for 2017-18, amounting to ₹4,073 crore to Tamil Nadu,” he pointed out. Welcoming the initiative of the GST council to form a Group of Ministers to look into the issue, he urged the Centre to address this pressing concern of the States at the earliest. Mr. Panneerselvam also pointed out that former Union Finance Minister Arun Jaitley had said that in case the amount in the GST compensation fund fell short of the compensation payable in the bi-monthly period, the GST council would decide the mode of raising additional "
"December 19, 2019 01:28 IST",tamil nadu,Cho. Dharman wins Sahitya Akademi Award ," Tamil writer Cho. Dharman has won the 2019 Sahitya Akademi Award for his novel  , depicting the life of the ordinary people, traditional knowledge, agricultural practices and water management.  The story takes place in Urulaikkudi, the native village of Mr. Dharman, and he has captured the destruction of the waterbody ("
"December 19, 2019 01:25 IST",tamil nadu,‘Will press for Lankan refugees’ citizenship’,"  Chief Minister Edappadi K. Palaniswami on Wednesday said that the AIADMK government would continue to press for dual citizenship for Sri Lankan Tamil refugees in India. Asked by journalists about the ongoing protests against the Citizenship Amendment Act in the State, Mr. Palaniswami said Prime Minister Narendra Modi and Home Minister Amit Shah had made it clear that no Indian citizen, irrespective of their religion, would be affected by the legislation. "
"December 19, 2019 01:37 IST",tamil nadu,Ramadoss invites Stalin for debate over Sri Lankan Tamil issue," PMK founder S. Ramadoss on Wednesday invited DMK president M.K. Stalin for a debate on the contribution of their respective parties to the cause of Sri Lankan Tamils.  In a statement, Dr. Ramadoss said that DMK, which has earlier behaved akin to ‘Rajapaksa and Jayawardene’, is now trying to portray them as ‘Prabhakaran’ in the Eelam Tamils issue."
"December 19, 2019 15:39 IST",tamil nadu,CAA: Protests continue across Tamil Nadu," Despite police permission being denied for a demonstration against the Citizenship Amendment Act (CAA) in Chennai, students and residents of the city gathered at Valluvar Kottam on Thursday afternoon to register their protest. "
"December 19, 2019 00:01 IST",kerala,Students protesting against CAA attacked ," Students of Indira Gandhi Institute of Science and Technology, who staged a protest and took out a march against the Citizenship Amendment Act, were attacked allegedly by BJP-RSS activists at Mambaram here on Wednesday. "
"December 19, 2019 14:07 IST",tamil nadu,TN does not recognise Anna varsity’s 5-year M.Sc. Electronic Media," Anna University’s five-year integrated MSc Electronic Media degree with a focus on visual communication is not recognised by the government. Students who graduate from this programme are not eligible to apply for government jobs. Recently, graduates lost out on applying for 33 posts advertised by the Teachers Recruitment Board for vacancies in government arts and science colleges in the State."
"December 19, 2019 19:33 IST",kerala,Kerala pushes for MGNREGS arrears," Kerala is again stepping up pressure on the Centre to immediately release the ₹1,114 crore due to the State for the 12.98-lakh Mahatma Gandhi National Rural Employment Guarantee Scheme (MGNREGS) workers that had been pending since July."
"December 19, 2019 00:01 IST",kerala,INL to take out Raj Bhavan march on Dec. 28 , The Indian National League (INL) will take out a march to the Raj Bhavan in Thiruvananthapuram on December 28 demanding that the Citizenship (Amendment) Act be revoked and the National Register of Citizens of India be scrapped. 
"December 19, 2019 15:58 IST",tamil nadu,"Vice Chancellors being prosecuted for corruption is a blot on civilization, says Tamil Nadu Governor "," Tamil Nadu Governor-Chancellor Banwarilal Purohit on Thursday said that “it was a blot on civilization,” to see Vice Chancellors and university professors being prosecuted for corruption. The public and student community now want a university administration that is “transparent, highly-disciplined and corruption-free.”​"
"December 19, 2019 21:45 IST",tamil nadu,907 acres of land belonging to Kalki group attached," Nearly 907 acres of land belonging to the Kalki group, owned by self-styled godman Kalki Bhagwan has been provisionally attached under the provisions of the Benami Transactions (Prohibition) Act, sources said in Chennai on Thursday.​"
"December 19, 2019 16:45 IST",tamil nadu,"Invite only official spokespersons for TV debates, says AIADMK"," The AIADMK on Thursday reiterated its appeal to the media to invite only spokespersons of the party to ascertain its position on various issues.​ ​“The party has nothing to do with views of those whose names do not figure in the list of spokespersons,” a release issued by the party headquarters stated, recalling that in June, it had sent a letter to the media, making a similar appeal.​"
"December 19, 2019 00:05 IST",kerala,CPI(M) leader urges Union Govt. to resolve Koottupuzha bridge imbroglio ," CPI(M) district secretary M.V. Jayarajan has submitted a memorandum to the Ministry of Environment, demanding that the Centre give sanction to complete the new Koottupuzha bridge, the construction of which has been stopped mid-way owing to objections raised by Karnataka."
"December 19, 2019 19:51 IST",kerala,Court stays expulsion of Sr. Lucy ," A Catholic nun, who was expelled from her congregation, got an interim relief when a Munsif Court at Mananthavady in Wayanad stayed the decision of the congregation to oust her from a convent at Karakkamala in the district."
"December 19, 2019 21:16 IST",kerala,IUML treading a cautious path," Even as protests continue to mount across the country, the Indian Union Muslim League (IUML) has adopted a wait-and-watch policy over the Citizenship (Amendment) Act (CAA) after the Supreme Court decided to examine the constitutional validity of new legislation on January 22."
"December 19, 2019 22:44 IST",kerala,Pala gets new chairperson amidst raging factional war ," In rare show of solidarity between the warring factions of the Kerala Congress (M), veteran party councillor Mary Dominic was unanimously elected as chairperson of the Pala Municipality here on Thursday."
"December 19, 2019 22:45 IST",kerala,‘Go beyond dominant themes of terrorism’," The situations of ‘climatic terrorism’ as well as the capability approaches initiated by scholars like Amartya Sen brings in multiple dimensions in understanding security across the South Asian region, noted P.V.Rao, UGC Emeritus Professor and Former Director, Centre for Indian Ocean Studies, Osmania University."
"December 19, 2019 20:56 IST",kerala,Centre’s crackdown autocratic: Pinarayi ," Chief Minister Pinarayi Vijayan on Thursday lent his voice of support to the growing chorus of protests against the Centre’s alleged move to stifle public expression of resistance to the “anti-Muslim” bias in the recently enacted Citizenship Amendment Act (CAA), 2019."
"December 17, 2019 23:41 IST",economy,IMF set to cut India growth forecast in Jan.,"  The International Monetary Fund (IMF) is set to join other downbeat analysts and cut the growth estimate for India “significantly,” its India-born chief economist Gita Gopinath said on Tuesday.  The IMF had come out with an estimate in October and will be reviewing the same next month in January, she said at an event. "
"December 19, 2019 23:16 IST",kerala,SARAS Mela from today," The 5th National Sale of Articles and Rural Artisan Society (SARAS) Mela-2019, jointly organised by the State Kudumbashree Mission and the Local Self Government Department (LSGD), will begin at the Government Engineering College ground at Anthoor on Friday. "
"December 19, 2019 22:43 IST",kerala,Students join fight against plastic ," Functioning at a small corner inside the Government Vocational Higher Secondary School in Nattakom, the counter here is inviting everyone to take home some free provisions in exchange for single use plastic bag."
"December 19, 2019 23:28 IST",kerala,"More cases of drug seizure from school, college premises"," The detection of narcotic and tobacco substances from the premises of educational institutions is on the rise and 223 cases under the Narcotic Drugs and Psychotropic Substances (NDPS) Act have been registered till October 31, 2019 in this connection, a statement filed by State Police Chief Loknath Behera has said."
"December 19, 2019 22:46 IST",kerala,New projects launched for Idukki district," Various new projects have been launched for speedy development of Idukki district in the areas where it lags behind.  At a meeting of officials and presidents of the local bodies at the collectorate on Wednesday, it was decided to open 10 PSC coaching centres. "
"December 17, 2019 01:39 IST",delhi,"Pollution fight: painting roads, lasers among options"," Painting roads with photocatalytic coating to clean air, using anti-smog guns at construction sites to reduce dust pollution and setting up of a 20 metre-high ‘smog tower’ with air purifiers are among the pilot projects suggested by a High Level Committee (HLC) to the Supreme Court to control air pollution in Delhi and NCR, said officials. "
"December 17, 2019 01:41 IST",delhi,FASTag fallout: Kherki toll plaza witnesses 2-km-long traffic snarls, Around two-km-long traffic snarls were caused on both sides of the Kherki Daula toll plaza during rush hours on the first working day on Monday after the dedicated FASTag lanes order was rolled out a day ago. The toll management authority had to lift booms more than two dozen times during the day to clear the congestion resulting in revenue loss.
"December 17, 2019 01:43 IST",delhi,Portal for regularisation of colonies launched , Union Minister Hardeep Singh Puri and Lieutenant Governor Anil Baijal on Monday formally launched the Delhi Development Authority’s (DDA) online portal where residents of unauthorised colonies can register and upload documents for verification for getting ownership rights.
"December 17, 2019 01:44 IST",delhi,"Locals condemn destruction of property, violence by protesters"," People living near Jamia Millia Islamia (JMI), which saw police and protesters clash on Sunday, condemned the violence and said they were concerned about the future of the locality. “We are worried that things may escalate further,” said Punit Sharma, who along with his friends was playing Volleyball at a park in the area when the clashes broke out. "
"December 17, 2019 01:45 IST",delhi,Police launch drive to track down ‘rumour mongers’," The police have launched a massive identification drive, on the ground as well as on social media, to round up alleged perpetrators of violence that erupted in south-east Delhi on Sunday when protesters opposing the amended Citizenship Act clashed with the police. "
"December 17, 2019 01:44 IST",delhi,SC gives 3 months for pilot project on smog tower ," The Supreme Court on Monday gave three months’ time to the Centre and Delhi government for the pilot project of setting up a ‘smog tower’ at Connaught Place here to deal with the problem of air pollution, while brushing aside their request seeking nine months for the same."
"December 17, 2019 01:47 IST",delhi,"Yamuna Mahotsav on Dec. 23, 24"," The Delhi government will organise a cultural festival “Yamuna Mahotsav”, highlighting the history and pollution of the Yamuna, on December 23 and 24 at Central Park in Connaught Place. The event will showcase dance-drama, musical presentations, exhibitions, and street plays — all on the Yamuna’s history and pollution."
"December 17, 2019 10:50 IST",delhi,"Do not club all violence under ‘Jamia’, says V-C",  Jamia Millia Islamia Vice-Chancellor Najma Akthar requested the media to not club all the violence that happened in the area on Sunday under the name “Jamia” as it was hurting the reputation of the university. 
"December 17, 2019 01:57 IST",delhi,Chief Election Officer launches campaign to spread awareness on EVMs and VVPAT machines ," In view of the upcoming Assembly elections, the office of the Chief Election Officer on Monday launched a campaign to spread awareness on EVMs and VVPAT machines in all 70 Assembly seats here. Speaking at a ceremony organised in the New Delhi constituency, Deputy Election Commissioner Sandeep Jain said that till date, up to 300 crore error-free votes had been cast through these EVMs."
"December 17, 2019 01:53 IST",delhi,L-G reviews status of vacancies in various govt. departments ," Lieutenant-Governor Anil Baijal on Monday chaired a meeting to review the status of vacancy in various Delhi government departments here. According to Raj Niwas, those reviewed in this regard included Services, Health, Education and Revenue departments. "
"December 17, 2019 01:19 IST",other states,"Won’t bow down to politics of hatred, says Mamata at Christmas carnival "," West Bengal Chief Minister Mamata Banerjee on Monday said she was ready to surrender her life but would not bow down to the “politics of hatred”.  Inaugurating a state-sponsored Christmas carnival in Kolkata’s Park Street, Ms. Banerjee claimed that the Centre had cancelled holidays on December 25 and New Year’s Day."
"December 17, 2019 22:19 IST",delhi,"JMI students continue protest, locals support them with biryani", Protests at Jamia Milla Islamia (JMI) went off peacefully with students working proactively to maintain order and manage traffic as sloganeering against the amended Citizenship Act and the National Registry of Citizens (NRC) continued on Tuesday.
"December 17, 2019 01:49 IST",delhi,Longest spell of clean air in December in recent years ," The air quality of Delhi remained in “moderate” category on Monday and is expected to deteriorate to “poor” category on Tuesday.  Increased moisture and decrease in minimum temperature can lead to foggy condition on calm early morning, according to government-run monitoring agency, System of Air Quality and Weather Forecasting and Research (SAFAR)."
"December 17, 2019 22:16 IST",delhi,CAA protests: Delhi University students express solidarity," Several students at Delhi University as well Ambedkar University of Delhi on Tuesday protested against the police crackdown at Jamia Milla Islamia earlier in the week. On the second day of protests at DU, police had to put up barricades between students protesting against the Act and members of the RSS student organization ABVP who were holding a demonstration in support of the Act. Kawalpreet Kaur of the left wing All India Students Association alleged that members of the ABVP were “targeting Muslim students”"
"December 17, 2019 01:29 IST",other states,"Maharashtra presents ₹16,120 crore supplementary demands "," Continuing with the practice set by the previous government, the newly-formed Maha Vikas Aghadi (MVA) government led by Uddhav Thackeray on Monday presented supplementary demands totalling ₹16,120 crore on the first day of the winter session of the State legislature."
"December 17, 2019 01:34 IST",other states,Ruckus in House on opening day over remarks on Savarkar , The winter session of the Maharashtra legislature began on a stormy note on Monday with Bharatiya Janata Party (BJP) MLAs entering the Assembly shouting slogans and wearing saffron caps with the message 
"December 17, 2019 01:41 IST",other states,Disposal of naptha from Nu-Shi Nalini proving to be a challenge ," Forty-five days and counting.  the chemical tanker which ran aground, may finally be afloat, but the 2,400 metric tonne of naphtha, continues to be a sticking point for the Goa government as getting it safely out of the State continues to be a challenge."
"December 17, 2019 02:03 IST",other states,"Farmers’ problems are far more important, says Raju Shetti ","  Hitting out at the opposition BJP protests in Assembly, over former Congress president’s Rahul Gandhi’s remarks on Veer Savarkar, the Swabhimani Paksha chief Raju Shetti on Monday said the issue was “utterly irrelevant” when compared to the rising number of farmer suicides and the problems facing them across the State."
"December 17, 2019 09:44 IST",other states,Sale of petrol and diesel stopped in Manipur,"  The sale of petrol and diesel to public has been stopped from December 17 morning following instructions from the Manipur Consumer Affairs, Food and Public Distribution Minister Karam Shyam. Earlier, he had announced that Manipur had petrol stock for five days and diesel for seven days only."
"December 17, 2019 12:32 IST",other states,Scuffle between BJP and Shiv Sena MLAs in Maharashtra Assembly," A mild scuffle broke out between BJP and Shiv Sena MLAs in Maharashtra Assembly on Tuesday, after the BJP legislators marched into the Assembly with banners seeking assistance to farmers affected by unseasonal rains."
"December 17, 2019 01:47 IST",other states,AAP seeks independent probe into ‘violence’ inside JMI , The Aam Aadmi Party (AAP) on Monday demanded an independent probe into the “violence” that took place inside Jamia Millia Islamia (JMI) on Sunday. It also said that the BJP was doing “dirty” politics in Delhi as they fear defeat in the upcoming Assembly elections.
"December 19, 2019 21:23 IST",kerala,"Dileep, other accused inspect rape visuals"," The six accused in the female actor rape case, including actor Dileep, inspected the visuals of the alleged rape that was recorded in a memory card of a mobile phone. The inspection of the visuals was held in the court room in the presence of the judicial officer, the special prosecutor and two forensic experts summoned by the prosecution in the case on Thursday. It was the forensic experts of the prosecution that played the visuals for the accused and the lawyers to watch."
"December 17, 2019 13:11 IST",other states,"Credit for Ram temple goes to all, not one party: Sena "," Senior Shiv Sena leader Sanjay Raut on Tuesday said his party had laid the foundation for the Ram temple in Ayodhya, and that the credit for the temple construction does not go to any one party.  as per the wishes of Indians all over the world."
"December 17, 2019 14:40 IST",other states,Mamata hits out at PM on protesters’ ‘dress’ comment, West Bengal Chief Minister Mamata Banerjee on Tuesday hit the streets in protest against the Citizenship Amendment Act (CAA) on the second consecutive day and took on Prime Minister Narendra Modi for his comment that those creating violence can be “identified by their clothes”.
"December 17, 2019 15:26 IST",other states,SpiceJet flight escapes accident at Goa airport, An accident involving a SpiceJet flight was averted at the Goa International Airport at Dabolim on Tuesday with the timely detection by a runway controller at the Naval Air Station INS Hansa of non-deployment of the aircraft nose landing gear. 
"December 17, 2019 15:41 IST",other states,HC directs Assam government to consider restoration of Internet services," The Gauhati High Court passed an order directing the Assam government to consider restoration of Internet services —  both mobile Internet services and broadband — from 3.00 p.m. on Tuesday. After hearing four public interest litigations and considering the difficulties faced by people, a division bench of the high court comprising Chief Justice Ajay Lamba and Justice Achintya Malla Bujor Barua passed the order on Tuesday directing the state government to consider restoration of Internet services."
"December 17, 2019 17:21 IST",other states,Peasants’ leader Akhil Gogoi sent to 10-day NIA custody," Guwahati Peasants’ leader Akhil Gogoi, arrested under the stringent UAPA amid protests over the citizenship law, was sent to 10-day NIA custody on Tuesday by a special court here. Mr. Gogoi was arrested on December 12 in Jorhat under the Unlawful Activities (Prevention) Act or UAPA amid widespread violent protests in Assam and was later handed over to the National Investigation Agency (NIA)."
"December 17, 2019 17:51 IST",other states,Pune’s Fergusson College students stage protest against Citizenship Act and NRC,  Hundreds of students from the city’s noted Fergusson College on Tuesday held a protest rally and a signature campaign inside the campus against the Citizenship Amendment Act (CAA) and the National Register of Citizens (NRC). They extended their solidarity to students who allegedly endured a police crackdown at the Jamia Millia Islamia University in Delhi.
"December 17, 2019 22:30 IST",other states,Hearing in Unnao rape case will resume on Friday ," The court hearing on the quantum of sentence against former BJP MLA Kuldeep Singh Sengar, who was convicted on Monday of raping a minor girl in Uttar Pradesh’s Unnao in June 2017, will continue on Friday."
"December 17, 2019 19:50 IST",other states,"Banaras Hindu University tells students not to participate in marches, dharnas on citizenship law","  Amid protests by students against the Citizenship Amendment Act in several universities nationwide, the Banaras Hindu University (BHU) on Tuesday advised its students to not participate in any such activities on campus.　"
"December 17, 2019 16:28 IST",other states,Actor Payal Rohatgi gets bail ," Bollywood actor Payal Rohatgi,  on social media, was granted bail by a court here on Tuesday. Ms. Rohatgi’s counselor Bhupendra Sahay Saxena moved the bail application in the court of the district judge on Monday. The district judge was on leave on Tuesday so the application was moved to the court of additional district judge."
"December 17, 2019 19:20 IST",other states,"We have proof of Congress, PFI hand in Assam violence: Himanta Biswa Sarma "," As peaceful protests against Citizenship (Amendment) Act, 2019, continued in Assam, the State’s Finance and Health Minister Himanta Biswa Sarma said on Tuesday that the government had video evidence of the involvement of the Congress and Popular Front of India (PFI) in the violence that left six people dead last week. The Congress trashed the allegation."
"December 17, 2019 23:02 IST",other states,‘Stay away from CAA protests on campus’ ," Amid protests by students against the Citizenship (Amendment) Act in several universities nationwide, Banaras Hindu University on Tuesday advised its students not to participate in any such activities on the campus."
"December 17, 2019 23:01 IST",other states,U.P. police arrest 113 over anti-CAA protests," The Uttar Pradesh police said on Tuesday that it has arrested 113 persons and lodged 18 FIRs across the State against persons allegedly attempting to vitiate communal harmony and spreading rumours, objectionable posts and messages through social media about the Citizenship (Amendment) Act."
"December 17, 2019 23:05 IST",other states,"M.P. govt. creating new jobs, says Manmohan", Former Prime Minister Manmohan Singh on Tuesday said the Madhya Pradesh government was focusing on both the economic and social development of the State by creating fresh employment in collaboration with industries besides dealing with health and education-related issues.
"December 17, 2019 23:03 IST",other states,Undertrial shot dead inside courtroom in U.P.’s Bijnor," An undertrial accused of murder was shot dead inside a courtroom in Bijnor district of Uttar Pradesh by three persons, police said on Tuesday.  All three accused were nabbed by the police while they tried to flee the scene. "
